test_id;test_name;test_objective;test_start_date;test_end_date;lead_id;user_id;campaign_id;utm_source;utm_medium;test_group;assigned_at
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_dff85343ff66;user_107128;yandex_direct_psycho_jan2023;yandex;direct;B;2023-01-06 11:44:32
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_03e0f4b0011a;user_245343;influence_instagram_psycho_may2023;influence;instagram;A;2023-05-08 06:38:41
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_18539b379f6f;user_223403;partners_affiliate_psycho_apr2023;partners;affiliate;B;2023-04-17 09:42:11
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_4ca06a9b9193;user_152072;telegram_channel_psycho_jan2023;telegram;channel;B;2023-02-11 13:15:47
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_45f4e55d1d78;user_188989;influence_instagram_psycho_mar2023;influence;instagram;B;2023-03-30 08:24:03
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_5ee9cfac87f8;user_229491;yandex_direct_psycho_may2023;yandex;direct;B;2023-05-16 21:40:07
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_6c7f45046ec7;user_186395;influence_instagram_psycho_mar2023;influence;instagram;B;2023-03-25 16:12:12
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_7998e35846db;user_158823;telegram_channel_psycho_jan2023;telegram;channel;B;2023-02-24 11:03:00
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_91a97650bb10;user_240504;telegram_ads_psycho_may2023;telegram;ads;A;2023-05-08 00:26:51
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_2a3c3124c333;user_232326;vk_ads_psycho_may2023;vk;ads;A;2023-05-24 04:30:18
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_b3c6ca1958ee;user_170168;yandex_cpc_psycho_mar2023;yandex;cpc;A;2023-03-20 13:22:26
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_60b9b8c89f9c;user_251454;partners_cpa_psycho_may2023;partners;cpa;A;2023-05-12 22:18:26
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_7dea6516ab74;user_244444;influence_telegram_psycho_may2023;influence;telegram;A;2023-05-21 03:25:44
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_d5163df7f5c0;user_172011;vk_ads_psycho_mar2023;vk;ads;A;2023-03-05 21:32:09
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_fa84c8f4a218;user_213442;influence_telegram_psycho_apr2023;influence;telegram;B;2023-04-14 08:42:31
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_f48d832942db;user_181040;influence_telegram_psycho_mar2023;influence;telegram;A;2023-03-20 16:02:39
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_75b90f438289;user_126714;partners_cpa_psycho_jan2023;partners;cpa;A;2023-01-24 11:03:20
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_08c12377c2ef;user_169175;partners_affiliate_psycho_jan2023;partners;affiliate;B;2023-02-11 06:43:18
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_2e3b5cea0d02;user_179697;telegram_channel_psycho_mar2023;telegram;channel;A;2023-03-12 12:41:48
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_43632a51318a;user_134208;yandex_cpc_psycho_jan2023;yandex;cpc;B;2023-02-13 00:09:20
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_7c5084cdc9c3;user_174098;vk_retargeting_psycho_mar2023;vk;retargeting;A;2023-03-09 07:54:51
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_c41296a8dc53;user_168650;partners_affiliate_psycho_jan2023;partners;affiliate;B;2023-02-27 07:49:26
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_c0607dfcabdd;user_224309;partners_affiliate_psycho_apr2023;partners;affiliate;B;2023-04-17 01:44:39
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_f25c1db5dd42;user_127488;partners_cpa_psycho_jan2023;partners;cpa;A;2023-01-24 23:59:08
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_32b09907856f;user_164258;influence_instagram_psycho_jan2023;influence;instagram;A;2023-02-26 09:03:06
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_62f2b9e44bce;user_114818;vk_retargeting_psycho_jan2023;vk;retargeting;B;2023-01-10 23:45:56
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_44f45bc2a9df;user_229288;yandex_direct_psycho_may2023;yandex;direct;B;2023-05-13 21:31:33
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_003ddc3e6839;user_163446;influence_instagram_psycho_jan2023;influence;instagram;B;2023-02-08 04:52:26
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_ce8d4ffeb97b;user_234988;vk_ads_psycho_may2023;vk;ads;B;2023-05-01 10:43:48
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_20ccb997e4fb;user_201558;yandex_direct_psycho_apr2023;yandex;direct;A;2023-05-01 12:16:52
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_1ad718b9ac5a;user_159779;telegram_channel_psycho_jan2023;telegram;channel;A;2023-02-16 09:50:49
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_fa0ee733904c;user_226592;yandex_cpc_psycho_may2023;yandex;cpc;A;2023-05-09 12:19:09
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_8d2805d138db;user_185502;influence_instagram_psycho_mar2023;influence;instagram;B;2023-03-17 14:41:08
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_0f538f4dc01a;user_113254;vk_retargeting_psycho_jan2023;vk;retargeting;B;2023-01-04 15:21:53
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_82579d66c151;user_162089;influence_telegram_psycho_jan2023;influence;telegram;A;2023-02-24 05:48:14
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_7bd39dfb32ad;user_168181;partners_affiliate_psycho_jan2023;partners;affiliate;A;2023-02-21 21:00:58
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_a87ab28684b5;user_251180;partners_cpa_psycho_may2023;partners;cpa;A;2023-05-23 20:30:09
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_19e6904fe693;user_220021;influence_instagram_psycho_apr2023;influence;instagram;A;2023-04-08 12:51:33
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_7e8fc80fc83d;user_210928;telegram_channel_psycho_apr2023;telegram;channel;B;2023-04-20 06:11:55
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_1bfb010f3a65;user_187045;influence_instagram_psycho_mar2023;influence;instagram;B;2023-03-30 02:14:19
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_d929841db4b7;user_154687;telegram_channel_psycho_jan2023;telegram;channel;B;2023-02-03 05:05:21
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_4385d5cef4a4;user_230695;vk_ads_psycho_may2023;vk;ads;A;2023-05-27 12:27:12
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_15f45508b119;user_250169;partners_cpa_psycho_may2023;partners;cpa;A;2023-05-23 08:58:31
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_a19a71b85610;user_208400;telegram_ads_psycho_apr2023;telegram;ads;B;2023-04-21 21:04:57
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_21b84ce43888;user_166320;partners_cpa_psycho_jan2023;partners;cpa;B;2023-02-08 15:59:14
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_29b0f4db0fdb;user_137007;yandex_cpc_psycho_jan2023;yandex;cpc;B;2023-02-24 18:50:54
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_a8b308e350c4;user_163618;influence_instagram_psycho_jan2023;influence;instagram;B;2023-02-27 17:00:34
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_063573baf654;user_182379;influence_instagram_psycho_mar2023;influence;instagram;A;2023-03-04 16:53:09
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_197c6045b7a4;user_253727;partners_affiliate_psycho_may2023;partners;affiliate;B;2023-05-12 23:17:28
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_c68312b49095;user_226841;yandex_cpc_psycho_may2023;yandex;cpc;A;2023-05-04 08:31:10
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_04d1d48c1ab1;user_147320;vk_retargeting_psycho_jan2023;vk;retargeting;A;2023-02-03 12:01:52
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_3e8a08afda23;user_141958;vk_ads_psycho_jan2023;vk;ads;A;2023-02-26 18:04:14
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_d1d0a7c25db1;user_126876;partners_cpa_psycho_jan2023;partners;cpa;A;2023-01-26 07:31:03
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_b15ac1d448a7;user_228297;yandex_cpc_psycho_may2023;yandex;cpc;B;2023-05-12 04:21:38
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_b2a0d26c060a;user_190260;partners_cpa_psycho_mar2023;partners;cpa;A;2023-03-11 05:40:06
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_a48db4397f16;user_133225;yandex_cpc_psycho_jan2023;yandex;cpc;B;2023-02-07 10:02:03
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_a1353b99fbf5;user_213560;influence_telegram_psycho_apr2023;influence;telegram;B;2023-04-24 03:16:46
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_b58940284396;user_186778;influence_instagram_psycho_mar2023;influence;instagram;A;2023-04-01 04:27:42
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_13cd6c868b36;user_191713;partners_cpa_psycho_mar2023;partners;cpa;A;2023-03-26 00:40:47
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_56ed1358953a;user_157309;telegram_channel_psycho_jan2023;telegram;channel;B;2023-03-02 05:21:04
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_d920022404f2;user_110628;vk_retargeting_psycho_jan2023;vk;retargeting;A;2023-01-02 09:51:33
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_11488b8d1de2;user_125394;partners_cpa_psycho_jan2023;partners;cpa;A;2023-01-14 22:19:55
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_d654567f500b;user_243483;influence_telegram_psycho_may2023;influence;telegram;A;2023-05-10 14:01:04
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_0c90f437e88b;user_159751;telegram_channel_psycho_jan2023;telegram;channel;A;2023-02-28 12:47:00
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_befe3913013e;user_221380;partners_cpa_psycho_apr2023;partners;cpa;B;2023-04-26 19:23:46
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_4a962b2be0a6;user_123785;influence_instagram_psycho_jan2023;influence;instagram;B;2023-01-09 11:41:13
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_19e72703d1a4;user_197516;yandex_cpc_psycho_apr2023;yandex;cpc;B;2023-04-07 20:22:27
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_52ef34b79dd3;user_157379;telegram_channel_psycho_jan2023;telegram;channel;B;2023-02-22 21:10:30
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_83875bea02e5;user_138468;yandex_direct_psycho_jan2023;yandex;direct;B;2023-02-19 21:20:59
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_82e1aa604194;user_227792;yandex_cpc_psycho_may2023;yandex;cpc;A;2023-05-06 01:50:59
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_5a2114c9d6fd;user_118289;telegram_ads_psycho_jan2023;telegram;ads;B;2023-01-21 17:04:05
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_eeca98ae5173;user_240736;telegram_channel_psycho_may2023;telegram;channel;B;2023-05-04 05:00:09
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_63476f65a089;user_129736;partners_affiliate_psycho_jan2023;partners;affiliate;B;2023-01-16 18:46:48
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_375ca3b3a1c2;user_132789;yandex_cpc_psycho_jan2023;yandex;cpc;B;2023-02-20 06:23:45
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_533f2a00316e;user_248956;partners_cpa_psycho_may2023;partners;cpa;A;2023-05-14 15:37:41
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_c9502f00992f;user_148133;vk_retargeting_psycho_jan2023;vk;retargeting;A;2023-02-09 04:53:34
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_c71a18360c7a;user_142184;vk_ads_psycho_jan2023;vk;ads;A;2023-02-26 06:19:14
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_5517b657df87;user_198689;yandex_cpc_psycho_apr2023;yandex;cpc;A;2023-04-01 15:14:00
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_b70cf29a68f5;user_167221;partners_affiliate_psycho_jan2023;partners;affiliate;B;2023-02-22 21:28:46
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_0d5263d60662;user_223081;partners_affiliate_psycho_apr2023;partners;affiliate;B;2023-04-02 16:13:52
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_c7d38baf04e0;user_166252;partners_cpa_psycho_jan2023;partners;cpa;A;2023-02-03 20:18:51
2024_landing_test_v1;Landing Page Redesign Test;Increase lead-to-sale conversion;2023-01-01;2023-06-01;lead_7611a558119c;user_153525;telegram_channel_psycho_jan2023;telegram;channel;B;2023-02-19 07:37:35
